id_zmienna;zmienna;id_przekroj;nazwa_przekroj;id_jednostka_terytorialna;jednostka_terytorialna;id_typ_informacji;typ_informacji;id_wymiar_2;nazwa_wymiar_2;id_pozycja_2;nazwa_pozycja_2;id_wymiar_3;nazwa_wymiar_3;id_pozycja_3;nazwa_pozycja_3;id_wymiar_4;nazwa_wymiar_4;id_pozycja_4;nazwa_pozycja_4;id_wymiar_5;nazwa_wymiar_5;id_pozycja_5;nazwa_pozycja_5;id_wymiar_6;nazwa_wymiar_6;id_pozycja_6;nazwa_pozycja_6;id_wymiar_7;nazwa_wymiar_7;id_pozycja_7;nazwa_pozycja_7;id_wymiar_8;nazwa_wymiar_8;id_pozycja_8;nazwa_pozycja_8;id_wymiar_9;nazwa_wymiar_9;id_pozycja_9;nazwa_pozycja_9;id_okres;id_daty;opis_okres;wartosc;oznaczenie_braku_wartosci;nazwa_braku_wartosci;oznaczenie_tajnosci;nazwa_tajnosci;oznaczenie_flagi;nazwa_flaga;notka
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2002;2002 ;1,349;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2003;2003 ;1,413;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2004;2004 ;1,373;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2005;2005 ;1,41;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2006;2006 ;1,387;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2007;2007 ;1,385;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2008;2008 ;1,519;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2009;2009 ;1,427;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2010;2010 ;1,41;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2011;2011 ;1,346;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2012;2012 ;1,369;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2013;2013 ;1,234;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
589;Współczynnik dzietności;155;"Polska, województwa, powiaty; Charakter miejscowości";35545;Powiat bydgoski;97;[-];3;Charakter miejscowości;6655092;Ogółem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;2014;2014 ;1,253;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
