id_zmienna;zmienna;id_przekroj;nazwa_przekroj;id_jednostka_terytorialna;jednostka_terytorialna;id_typ_informacji;typ_informacji;id_wymiar_2;nazwa_wymiar_2;id_pozycja_2;nazwa_pozycja_2;id_wymiar_3;nazwa_wymiar_3;id_pozycja_3;nazwa_pozycja_3;id_wymiar_4;nazwa_wymiar_4;id_pozycja_4;nazwa_pozycja_4;id_wymiar_5;nazwa_wymiar_5;id_pozycja_5;nazwa_pozycja_5;id_wymiar_6;nazwa_wymiar_6;id_pozycja_6;nazwa_pozycja_6;id_wymiar_7;nazwa_wymiar_7;id_pozycja_7;nazwa_pozycja_7;id_wymiar_8;nazwa_wymiar_8;id_pozycja_8;nazwa_pozycja_8;id_wymiar_9;nazwa_wymiar_9;id_pozycja_9;nazwa_pozycja_9;id_okres;id_daty;opis_okres;wartosc;oznaczenie_braku_wartosci;nazwa_braku_wartosci;oznaczenie_tajnosci;nazwa_tajnosci;oznaczenie_flagi;nazwa_flaga;notka
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737653;3-cie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2004;2004 ;97;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737658;4-te dziecko i dalsze;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2004;2004 ;67;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737650;1-sze dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2005;2005 ;520;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737651;2-gie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2005;2005 ;335;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737653;3-cie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2005;2005 ;114;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737658;4-te dziecko i dalsze;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2005;2005 ;73;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737650;1-sze dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2006;2006 ;541;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737651;2-gie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2006;2006 ;329;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737653;3-cie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2006;2006 ;126;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737658;4-te dziecko i dalsze;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2006;2006 ;62;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737650;1-sze dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2007;2007 ;522;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737651;2-gie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2007;2007 ;381;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737653;3-cie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2007;2007 ;111;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737658;4-te dziecko i dalsze;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2007;2007 ;72;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737650;1-sze dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2008;2008 ;581;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737651;2-gie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2008;2008 ;450;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737653;3-cie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2008;2008 ;124;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737658;4-te dziecko i dalsze;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2008;2008 ;64;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737650;1-sze dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2009;2009 ;567;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737651;2-gie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2009;2009 ;419;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737653;3-cie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2009;2009 ;124;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737658;4-te dziecko i dalsze;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2009;2009 ;66;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737650;1-sze dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2010;2010 ;547;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737651;2-gie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2010;2010 ;423;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737653;3-cie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2010;2010 ;138;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737658;4-te dziecko i dalsze;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2010;2010 ;62;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737650;1-sze dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2011;2011 ;506;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737651;2-gie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2011;2011 ;448;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737653;3-cie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2011;2011 ;106;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737658;4-te dziecko i dalsze;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2011;2011 ;64;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737650;1-sze dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2012;2012 ;551;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737651;2-gie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2012;2012 ;435;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737653;3-cie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2012;2012 ;118;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737658;4-te dziecko i dalsze;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2012;2012 ;48;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737650;1-sze dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2013;2013 ;477;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737651;2-gie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2013;2013 ;388;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737653;3-cie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2013;2013 ;128;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737658;4-te dziecko i dalsze;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2013;2013 ;50;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737650;1-sze dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2014;2014 ;456;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737651;2-gie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2014;2014 ;415;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737653;3-cie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2014;2014 ;125;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737658;4-te dziecko i dalsze;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2014;2014 ;52;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737650;1-sze dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2015;2015 ;501;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
571;Urodzenia żywe;414;"Polska, województwa, powiaty; Charakter miejscowości; Płeć dziecka; Kolejność urodzenia; Wiek matki";35545;Powiat bydgoski;93;[osoba];3;Charakter miejscowości;6655092;Ogółem;67;Płeć dziecka;6648242;Ogółem;94;Kolejność urodzenia;6737651;2-gie dziecko;222;Wiek matki;6702863;Ogółem;;;;;;;;;;;;;;;;;282;2015;2015 ;357;ND;Nie dotyczy;nd;Dane jawne;f;Pełna zbiorowość;
